visit_date,waterpoint_name,waterpoint_type,latitude,longitude,govt_staff_available,committee_permission,functionality_survey,status_changed,photo_waterpoint,water_available,latrines_within_50m,cemetery_within_50m,waste_within_50m,river_within_50m,lake_within_50m,flood_area,difficult_access,flowrate_possible,flowrate_seconds,strokes_to_discharge,water_available_today,reason_no_water,seasonal_variation,when_no_water,pumphead_disassemble,reason_no_disassemble,reason_no_disassemble_other,install_date,borehole_age,pump_manufacturer,pump_manufacturer_other,drilling_contractor,install_depth,static_water_level,pumping_test_info,drilling_report_info,water_quality_info,repaired_before,repair_attempts,borehole_issues,borehole_issues_other,operational_feel,operational_feel_other,parts_for_repair,photo_parts
2/12/2020,Malambo borehole 2,Borehole or tubewell,-15.7240309,35.2289629,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/0bbea25a187147aaa217b29cbb511c9c,Yes,No,No,No,No,No,No,No,Yes,76.856,4,Yes,NA,No,NA,No,Other,The pump head cover is welded,1/27/2015,5,AOV International,NA,KEIRETSU CO LTD,48,NA,Yes,Yes,Yes,Yes,More than twice,Other,Worn out bush bearings,Significant sideways movement on handle (loose/wobbly),NA,NA,NA
2/13/2020,Masalani primary school borehole,Borehole or tubewell,-15.7448492,35.230952,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/e73fbe18900f436a866105643af9d20b,Yes,Yes,No,No,No,No,No,No,Yes,58.265,2,Yes,NA,No,NA,Yes,NA,NA,1/11/2018,2,Maya Engineering,NA,OG Madzi,46,8.88,No,No,No,Yes,More than 4 times,NA,NA,Significant friction (very stroke) on down stroke,NA,"Bush Bearings, Centralisers",https://api.mwater.co/v3/images/5bde1cd740ab4cd8912e80c506cea049; https://api.mwater.co/v3/images/543a045052f849f8ba40d856fe0ad209
2/13/2020,mkwayi borehole 1,Borehole or tubewell,-15.741582,35.2319861,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/953d7623589944a3ad005b631388c0dc,No,Yes,No,No,No,No,No,No,NA,NA,NA,No,"System is down for maintenance or repair, Vandalism",No,NA,No,Other,No head pump available,11/29/2014,6,Could Not Determine (No plaque available),NA,Saifro,52,NA,No,No,No,Yes,More than 4 times,Other,Rising main fall into the hole,Other,No handle available,NA,https://api.mwater.co/v3/images/5069e8c4f4a24c2e9ef70ccfc5597a6f; https://api.mwater.co/v3/images/fb4c939f2a5949ac9d936863bbfa976d
2/13/2020,Mpuluka borehole 2,Borehole or tubewell,-15.7527623,35.2460847,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/61dca6ac54684cadbd3506153341b9ca,Yes,Yes,No,No,No,No,No,No,Yes,70.399,1,Yes,NA,No,NA,Yes,NA,NA,9/1/2006,14,Apex International,NA,Unknown,NA,NA,No,No,No,Yes,Countless times,NA,NA,Significant sideways movement on handle (loose/wobbly),NA,"Bush Bearings, Bolts",https://api.mwater.co/v3/images/edbe064f20c840648fa57e237d7b7ad9; https://api.mwater.co/v3/images/9d2c78c341b7494b8aaff6a8198ea351; https://api.mwater.co/v3/images/ef5d7bc155804318a07501a0706e5c7b
2/13/2020,Mulelemba 2 borehole,Borehole or tubewell,-15.6821966,35.2432093,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/d3d2303ddd4b4267a05a9c5728adfd22,Yes,No,No,No,No,No,No,No,Yes,95.178,6,Yes,NA,No,NA,Yes,NA,NA,12/12/2014,6,AOV International,NA,KLC,48,36,Yes,Yes,Yes,Yes,More than 4 times,Other,"Worn out rubber, bush bearings and rod centralisers",Significant sideways movement on handle (loose/wobbly),NA,"Centralisers, Bush Bearings, Fulcrum Pin",https://api.mwater.co/v3/images/779d8ee2c03a48939a3e7e4b381c164f; https://api.mwater.co/v3/images/f506fa6a799f4b61b14ecab65c699aef; https://api.mwater.co/v3/images/a51b51a065514eab80351f469fe0a14d; https://api.mwater.co/v3/images/5f84901760574296b0f227669c703d29
2/13/2020,Chipolopolo borehole,Borehole or tubewell,-15.6926169,35.2536974,Yes,Yes,Yes,Yes,https://api.mwater.co/v3/images/0d2e7148f0e1405bbf595d1f0007bad7,Yes,Yes,No,No,No,No,No,No,Yes,58.101,7,Yes,NA,No,NA,Yes,NA,NA,9/13/2013,7,AOV International,NA,China Gansu,46,278,Yes,Yes,Yes,Yes,More than twice,Other,"Wornout parts, bush bearings, rod, rubber, fulcrum pin, centralisers and hanger pin and bolt's and nult",Significant sideways movement on handle (loose/wobbly),NA,"Bush Bearings, Centralisers, Fulcrum Pin, Hanger Pin, Rods",https://api.mwater.co/v3/images/7fd8453c6e1d4a57a79a650064511097; https://api.mwater.co/v3/images/fca67067123b46d9ba81bcb45a391065; https://api.mwater.co/v3/images/1d80f7e3bb504217ac271c6a18e3ada1
2/13/2020,Mkumba borehole 2,Borehole or tubewell,-15.6735761,35.2165856,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/25e7712a51eb41eaa6d0d24b612f884f,Yes,Yes,No,No,No,No,No,No,Yes,71.352,8,Yes,NA,No,NA,No,The handpump is locked,NA,1/14/2001,19,Ajay,NA,Unknown,42,NA,No,No,No,Yes,Countless times,Other,No Any other issues,Significant sideways movement on handle (loose/wobbly),NA,NA,https://api.mwater.co/v3/images/75294c9654bb478188ab3a073894713d
2/13/2020,James borehole,Borehole or tubewell,-15.6463177,35.1783935,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/eace75e6177148628652a1e885aaac42,Yes,No,No,No,No,No,No,No,Yes,85.348,1,Yes,NA,No,NA,No,The handpump is locked,NA,2/1/2003,17,Apex International,NA,Unknown,NA,NA,No,No,No,Yes,Countless times,Other,No Any other issues,Normal/satisfactory,NA,NA,https://api.mwater.co/v3/images/cd1a1719471b4fc69e45bc1903432c1c
2/13/2020,Kanyenda borehole 1,Borehole or tubewell,-15.7088121,35.262577,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/34e31e771f0a4adab7b7c229988379b1,Yes,No,No,No,No,No,No,No,Yes,67.467,3,Yes,NA,No,NA,Yes,NA,NA,5/23/2013,7,Apex International,NA,KLC,44,198,Yes,Yes,Yes,Yes,More than twice,Other,Wornout centralisers and bush bearings,Significant sideways movement on handle (loose/wobbly),NA,"Bush Bearings, Centralisers",https://api.mwater.co/v3/images/c63a3f31d17141e2986aa304aba382fe; https://api.mwater.co/v3/images/ede4b05d401a420ab065f17771593f13
2/13/2020,Chimenya 2 borehole,Borehole or tubewell,-15.6344612,35.1850491,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/222fe45c69f641289ed77d849a3a04fb,Yes,Yes,No,No,No,No,No,No,Yes,99.317,2,Yes,NA,No,NA,Yes,NA,NA,10/30/2014,6,AOV International,NA,KCL,NA,9.34,No,No,No,Yes,Countless times,NA,NA,Significant sideways movement on handle (loose/wobbly),NA,"Bolts, Bush Bearings, Centralisers, Foot valve, Cup Seal , Civil works",https://api.mwater.co/v3/images/83891dd46ceb4fa58fabf31389e3b453; https://api.mwater.co/v3/images/b5509e30aa8e4a7ca5da112564546f20
2/13/2020,Kandeya borehole,Borehole or tubewell,-15.633798,35.1951845,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/7ba476fda1b44fb2be14112fd0c44178,Yes,Yes,Yes,No,No,No,No,No,Yes,76.443,1,Yes,NA,No,NA,Yes,NA,NA,8/22/2005,15,Apex International,NA,Unknown,NA,7.31,No,No,No,Yes,Countless times,NA,NA,Normal/satisfactory,NA,"Centralisers, Bush Bearings",https://api.mwater.co/v3/images/72be021ab41d40bd8feb7e1f7989ad11; https://api.mwater.co/v3/images/b946cbfae7894770a5bdab045f4a7caf
2/13/2020,Makaluka borehole 1,Borehole or tubewell,-15.7101034,35.2262446,Yes,Yes,Yes,Yes,https://api.mwater.co/v3/images/faaeb5d3b5cd433da29355248bf101e0,No,No,No,No,No,No,No,No,NA,NA,NA,No,Theft,No,NA,No,Other,The pump head was stolen,9/17/2014,48,Apex International,NA,KLC,48,NA,Yes,Yes,Yes,Yes,More than 4 times,Other,Theft of head pump,Other,The handle is not there due to theft,NA,https://api.mwater.co/v3/images/55c7ed70898b491aa8e90f7c8d5c84cf
2/14/2020,Tapala borehole ll,Borehole or tubewell,-15.6369661,35.1912586,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/208e15e2272f462abb81842afae27f5f,Yes,No,No,No,No,No,No,No,Yes,73.498,5,Yes,NA,Yes,October,Yes,NA,NA,9/25/2014,6,BRD Engineering,NA,KLC,42,239,Yes,Yes,Yes,Yes,More than twice,Other,Wornout bush bearings and centralisers,Significant sideways movement on handle (loose/wobbly),NA,"Bush Bearings, Centralisers",https://api.mwater.co/v3/images/d7d0ed9457864acd85bbad8429d9fce0; https://api.mwater.co/v3/images/bb42052eb440436f96b6de19a87a798f; https://api.mwater.co/v3/images/45c54236c23342daa509d2c46cde0081; https://api.mwater.co/v3/images/82a8a7b703d0424f8fb968a670a60f51
2/17/2020,Selemani borehole 2,Borehole or tubewell,-15.7761729,35.2662362,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/510da560dc8d4593b002996d0daa8ee0,Yes,No,No,No,No,No,No,No,Yes,88.029,4,Yes,NA,No,NA,No,Other,The head pump cover is welded,1/25/2015,5,AOV International,NA,KLC,36,NA,Yes,Yes,Yes,Yes,More than twice,Other,Wornout bush bearings and rubber,Significant sideways movement on handle (loose/wobbly),NA,NA,https://api.mwater.co/v3/images/711328ec7631407f93bb105cc8ce6be3; https://api.mwater.co/v3/images/82697a4923a74ff782bbc15a61bbd66b
11/2/2020,Muonjeza Borehole,Borehole or tubewell,-15.80007,35.3000583,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/705d1d7d2535438a9dbe2baa6a3a59a0,No,Yes,No,No,No,No,No,No,NA,NA,NA,No,"Inadequate water supply , Seasonal shortages",Yes,"December, November, October, September, August, July , June",No,"The handpump is locked , Other",There is no bolts and nuts so used to wires,5/29/2015,5,Other,No well observed,China gatsu,NA,NA,No,No,No,No,More than 4 times,"It is shallow, Not enough water to meet 250 people demand",NA,Very light,NA,NA,https://api.mwater.co/v3/images/aa2b6a1f9c264433968ec104346e4b1b
11/3/2020,Muliva borehole 3,Borehole or tubewell,-15.7832875,35.2672932,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/27c4f17f06b5410e9210ad99b9d5f1df,Yes,Yes,Yes,No,No,No,No,No,Yes,481.452,15,Yes,NA,Yes,"October, November, September, August, July , June, May, April",Yes,NA,NA,8/2/2020,1,AOV International,NA,Water well malawi,40,NA,No,No,No,Yes,More than twice,"It is not straight, Not enough water to meet 250 people demand, It is shallow",NA,Normal/satisfactory,NA,"Apron, Bush Bearings, Fulcrum Pin, Centralisers",https://api.mwater.co/v3/images/64c823d33aa8420bb61deebd5b1a6156; https://api.mwater.co/v3/images/01780d4f9d4741a396b15a91e5d64b54; https://api.mwater.co/v3/images/8f79ea72b262408795a6675d18e32e14
11/3/2020,Chiwayula  borehole 2,Borehole or tubewell,-15.82980754,35.24931918,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/06dcbee627bb4cb092517649f1c97acc,Yes,Yes,No,No,No,No,No,No,Yes,363.093,6,Yes,NA,Yes,"January, February, March, April, May, June, July , August, September, October, November, December",Yes,NA,NA,9/6/2014,6,Apex International,NA,Kayeretsu,45,NA,No,No,No,Yes,Countless times,"Not enough water to meet 250 people demand, Other",Very little amount of water,Significant friction (very stroke) on down stroke,NA,"Bush Bearings, Centralisers, Fulcrum Pin, Hanger Pin, Handle , Pump Head",https://api.mwater.co/v3/images/48295fa7de1d48c484c69342a1f40069; https://api.mwater.co/v3/images/30babefd2bc34a70a7ab1f374cb1f5ee; https://api.mwater.co/v3/images/da47fe9c5e894b5e82936adb5ec4f608
11/6/2020,Tawakali borehole,Borehole or tubewell,-15.8192768,35.2462782,Yes,Yes,Yes,No,https://api.mwater.co/v3/images/a841f4d7aecb4ef49c068285015349a8,Yes,Yes,No,No,No,No,No,No,Yes,206.358,4,Yes,NA,Yes,"July , August, September, October, November, December",No,The handpump is locked,NA,11/6/2020,NA,Maya Engineering,NA,Unknown,40,NA,No,No,No,Yes,Countless times,"It is shallow, Not enough water to meet 250 people demand",NA,Very light,NA,NA,https://api.mwater.co/v3/images/630d788d35df491f8a73eed16db8d9ad; https://api.mwater.co/v3/images/052a0903514046398b2b99581b7751c2
